+-----------------------------------------------------+----------------------+----------------------------+------------------------------------+-------------------+-----------+
| Nombre                                              | Marca                | Tipo                       | Variante                           | Tamaño            | Categoría |
| Chiclets BUBBALOO Tuti-Fruti 60 U                   | Bubbaloo             | Chiclets                   | Tuti-fruti                         | 60 U              | 8_804     |
| Chiclets BUBBALOO Uva 60 U                          | Bubbaloo             | Chiclets                   | Uva                                | 60 U              | 8_804     |
| Chiclets BUBBLE ROLL Fun Candy Surt. 58 G           | Bubble Roll          | Chiclets                   | Fun Candy Surt.                    | 58 g              | 8_804     |
| Chiclets BUBBLE ROLL Fun T.Fruti Pink Power 58 G    | Bubble Roll          | Chiclets                   | Fun T. Fruti Pink Power            | 58 g              | 8_804     |
| Chiclets BUZZY CROC Rell. Menta 40 U                | Buzzy Croc           | Chiclets                   | Rell. Menta                        | 40 U              | 8_804     |
| Chiclets BUZZY CROC Rell. Uva 40 U                  | Buzzy Croc           | Chiclets                   | Rell. Uva                          | 40 U              | 8_804     |
| Chiclets TNT Rell.Surt. Super Ac. 40 U              | Tnt                  | Chiclets                   | Rell. Surt. Super Ac.              | 40 U              | 8_804     |
| Chimi-Churri ALICANTE  25 G                         | Alicante             | Chimi-churri               |                                    | 25 g              | 1_113     |
| Chimi-Churri CENTURION  25 G                        | Centurion            | Chimi-churri               |                                    | 25 g              | 1_113     |
| Chimi-Churri D ALOMO  500 G                         | D Alomo              | Chimi-churri               |                                    | 500 g             | 1_113     |
| Choclo INCA Grano Amarillo  350 G                   | Inca                 | Choclo                     | Grano Amarillo                     | 350 g             | 1_120     |
| Choclo MAROLIO Grano Amarillo  300 G                | Marolio              | Choclo                     | Grano Amarillo                     | 300 g             | 1_120     |
| Choclo MOLTO Crema Blanco  300 G                    | Molto                | Choclo                     | Crema Blanco                       | 300 g             | 1_120     |
| Choclo MOLTO Grano Amarillo  300 G                  | Molto                | Choclo                     | Grano Amarillo                     | 300 g             | 1_120     |
| Chocolate CADBURY Tres Sueños  25 G                 | Cadbury              | Chocolate                  | Tres Sueños                        | 25 g              | 8_805     |
| Chocolate FELFORT Piratas Monedas 60ux5 G           | Felfort              | Chocolate                  | Piratas Monedas                    | 60x5 g            | 8_805     |
| Chocolate SHOT Tabl.  35 G                          | Shot                 | Chocolate                  | Tabl.                              | 35 g              | 8_805     |
| Chup.CATCH POP Fun Candy  17 G                      | Catch Pop            | Chup.                      | Fun Candy                          | 17 g              | 8_806     |
| Chup.CRAZY POP Tira Frutilla 12 G                   | Crazy Pop            | Chup.                      | Tira Frutilla                      | 12 g              | 8_806     |
| Chup.CRAZY POP Tira Sandia 12 G                     | Crazy Pop            | Chup.                      | Tira Sandia                        | 12 g              | 8_806     |
| Chup.CRAZY POP Tira Uva 12 G                        | Crazy Pop            | Chup.                      | Tira Uva                           | 12 g              | 8_806     |
| Chup.EMOTI POP Fun  11 G                            | Emoti Pop            | Chup.                      | Fun                                | 11 g              | 8_806     |
| Chup.FELFORT Paraguitas Choc. 13 G                  | Felfort              | Chup.                      | Paraguitas Choc.                   | 13 g              | 8_806     |
| Chup.FUN POP Mix Stand 15 G                         | Fun Pop              | Chup.                      | Mix Stand                          | 15 g              | 8_806     |
| Chup.MANDUVI Paleta Multic. Med. 10 U               | Manduvi              | Chup.                      | Paleta Multic. Med.                | 10 U              | 8_806     |
| Chup.MANDUVI Paleta Multic. Tiras Ch. 20 U          | Manduvi              | Chup.                      | Paleta Multic. Tiras Ch.           | 20 U              | 8_806     |
| Chup.PUSH POP Duo  14 G                             | Push Pop             | Chup.                      | Duo                                | 14 g              | 8_806     |
| Chup.PUSH POP Duo Torre  14 G                       | Push Pop             | Chup.                      | Duo Torre                          | 14 g              | 8_806     |
| Chup.RING POP Twisted  10 G                         | Ring Pop             | Chup.                      | Twisted                            | 10 g              | 8_806     |
| Coco Rallado ALICANTE  50 G                         | Alicante             | Coco Rallado               |                                    | 50 g              | 1_142     |
| Coco Rallado CENTURION  25 G                        | Centurion            | Coco Rallado               |                                    | 25 g              | 1_142     |
| Coco Rallado D ALOMO  25 G                          | D Alomo              | Coco Rallado               |                                    | 25 g              | 1_142     |
| Coctel 1882 Fernet&Cola  473 m                      | 1882                 | Coctel                     | Fernet&cola                        | 473 ml            | 2_215     |
| Coctel D/Frutas MAROLIO  820 G                      | Marolio              | Coctel D/frutas            |                                    | 820 g             | 1_111     |
| Coctel D/Frutas MOLTO  820 G                        | Molto                | Coctel D/frutas            |                                    | 820 g             | 1_111     |
| Comino CENTURION  25 G                              | Centurion            | Comino                     |                                    | 25 g              | 1_113     |
| Comino D ALOMO  25 G                                | D Alomo              | Comino                     |                                    | 25 g              | 1_113     |
| Comino D ALOMO  500 G                               | D Alomo              | Comino                     |                                    | 500 g             | 1_113     |
| Comino Molido ALICANTE  25 G                        | Alicante             | Comino Molido              |                                    | 25 g              | 1_113     |
| Cond.Empanadas ALICANTE  25 G                       | Alicante             | Cond. Empanadas            |                                    | 25 g              | 1_113     |
| Cond.KNORR Bsa.Horno Lim/Oreg. 21 G                 | Knorr                | Cond.                      | Bsa. Horno Lim/oreg.               | 21 g              | 1_107     |
| Cond.KNORR Bsa.Horno T/Criollo 21 G                 | Knorr                | Cond.                      | Bsa. Horno T/criollo               | 21 g              | 1_107     |
| Cond.KNORR Bsa.Horno x Ceb/Ajo 21 G                 | Knorr                | Cond.                      | Bsa. Horno X Ceb/ajo               | 21 g              | 1_107     |
| Cond.Milanesas y Supremas ALICANTE  25 G            | Alicante             | Cond. Milanesas y Supremas |                                    | 25 g              | 1_113     |
| Cond.P/Arroz ALICANTE  25 G                         | Alicante             | Cond. P/arroz              |                                    | 25 g              | 1_113     |
| Cond.P/Tuco y Guiso ALICANTE  25 G                  | Alicante             | Cond. P/tuco y Guiso       |                                    | 25 g              | 1_113     |
| Cond.P/Tuco y Guiso CENTURION  25 G                 | Centurion            | Cond. P/tuco y Guiso       |                                    | 25 g              | 1_113     |
| Condimento P/Arroz D ALOMO  25 G                    | D Alomo              | Condimento P/arroz         |                                    | 25 g              | 1_113     |
| Condimento P/Pizza ALICANTE  25 G                   | Alicante             | Condimento P/pizza         |                                    | 25 g              | 1_113     |
| Conitos S/Queso 3LE.Q  80 G                         | Le.q                 | Conitos S/queso            |                                    | 80 g              | 1_131     |
| Cookies EXQUISITA Choc. x C/Chips 300 G             | Exquisita            | Cookies                    | Choc. X C/chips                    | 300 g             | 1_104     |
| Copos Maiz GRANIX  160 G                            | Granix               | Copos Maiz                 |                                    | 160 g             | 1_108     |
| Cr.Dental COLGATE Anticaries  180 G                 | Colgate              | Cr. Dental                 | Anticaries                         | 180 g             | 5_504     |
| Cr.Dental COLGATE Anticaries  70 G                  | Colgate              | Cr. Dental                 | Anticaries                         | 70 g              | 5_504     |
| Cr.Dental COLGATE Anticaries  90 G                  | Colgate              | Cr. Dental                 | Anticaries                         | 90 g              | 5_504     |
| Cr.Dental COLGATE Gel Kids Strawb. 50 G             | Colgate              | Cr. Dental                 | Gel Kids Strawb.                   | 50 g              | 5_504     |
| Cr.Dental COLGATE Herbal C/Min.  140 G              | Colgate              | Cr. Dental                 | Herbal C/min.                      | 140 g             | 5_504     |
| Cr.Dental COLGATE Herbal C/Min.  70 G               | Colgate              | Cr. Dental                 | Herbal C/min.                      | 70 g              | 5_504     |
| Cr.Dental COLGATE Herbal C/Min.  90 G               | Colgate              | Cr. Dental                 | Herbal C/min.                      | 90 g              | 5_504     |
| Cr.Dental COLGATE Luminous White  140 G             | Colgate              | Cr. Dental                 | Luminous White                     | 140 g             | 5_504     |
| Cr.Dental COLGATE Luminous White  70 G              | Colgate              | Cr. Dental                 | Luminous White                     | 70 g              | 5_504     |
| Cr.Dental COLGATE Luminous White  90 G              | Colgate              | Cr. Dental                 | Luminous White                     | 90 g              | 5_504     |
| Cr.Dental COLGATE Max Blanq.  180 G                 | Colgate              | Cr. Dental                 | Max Blanq.                         | 180 g             | 5_504     |
| Cr.Dental COLGATE Sensit.ProAI Encias 110 G         | Colgate              | Cr. Dental                 | Sensit. Proai Encias               | 110 g             | 5_504     |
| Cr.Dental COLGATE Sensit.ProAI Orig.    * 60 G      | Colgate              | Cr. Dental                 | Sensit. Proai Orig.                | 60 g              | 5_504     |
| Cr.Dental COLGATE T.Orig.Mint  140 G                | Colgate              | Cr. Dental                 | T. Orig. Mint                      | 140 g             | 5_504     |
| Cr.Dental COLGATE T.Orig.Mint  50 G                 | Colgate              | Cr. Dental                 | T. Orig. Mint                      | 50 g              | 5_504     |
| Cr.Dental COLGATE T.Orig.Mint  90 G                 | Colgate              | Cr. Dental                 | T. Orig. Mint                      | 90 g              | 5_504     |
| Cr.Dental COLGATE T12 Whitening  90 G               | Colgate              | Cr. Dental                 | T12 Whitening                      | 90 g              | 5_504     |
| Cr.Dental COLGATE Tr.Accion  70 G                   | Colgate              | Cr. Dental                 | Tr. Accion                         | 70 g              | 5_504     |
| Cr.Dental COLGATE Tr.Accion Tub.Rec. 90 G           | Colgate              | Cr. Dental                 | Tr. Accion Tub. Rec.               | 90 g              | 5_504     |
| Cr.Dental COLGATE Tr.Accion Xtra.White 90 G         | Colgate              | Cr. Dental                 | Tr. Accion Xtra. White             | 90 g              | 5_504     |
| Cr.Dental COLGATE Tr.Beneficio  180 G               | Colgate              | Cr. Dental                 | Tr. Beneficio                      | 180 g             | 5_504     |
| Cr.Dental COLGATE Ultra Blanco  90 G                | Colgate              | Cr. Dental                 | Ultra Blanco                       | 90 g              | 5_504     |
| Cr.Dental KOLYNOS Super Blanco  180 G               | Kolynos              | Cr. Dental                 | Super Blanco                       | 180 g             | 5_504     |
| Cr.Dental KOLYNOS Super Blanco  70 G                | Kolynos              | Cr. Dental                 | Super Blanco                       | 70 g              | 5_504     |
| Cr.Dental KOLYNOS Super Blanco  90 G                | Kolynos              | Cr. Dental                 | Super Blanco                       | 90 g              | 5_504     |
| Cr.Dental ODOL Doble Accion Bcos/Prot. 180 G        | Odol                 | Cr. Dental                 | Doble Accion Bcos/prot.            | 180 g             | 5_504     |
| Cr.Dental ODOL Doble Accion Bcos/Prot. 70 G         | Odol                 | Cr. Dental                 | Doble Accion Bcos/prot.            | 70 g              | 5_504     |
| Cr.Dental ODOL Doble Accion Bcos/Prot. 90 G         | Odol                 | Cr. Dental                 | Doble Accion Bcos/prot.            | 90 g              | 5_504     |
| Cr.Dental ODOLITO Frutilla  50 G                    | Odolito              | Cr. Dental                 | Frutilla                           | 50 g              | 5_504     |
| Cr.Dental ORAL-B 4en1  180 G                        | Oral-b               | Cr. Dental                 | 4en1                               | 180 g             | 5_504     |
| Cr.Dental ORAL-B 4en1  70 G                         | Oral-b               | Cr. Dental                 | 4en1                               | 70 g              | 5_504     |
| Cr.Dental ORAL-B Antic.1*2*3  70 G                  | Oral-b               | Cr. Dental                 | Antic. 1*2*3                       | 70 g              | 5_504     |
| Cr.Dental ORAL-B Extra Blanco  70 G                 | Oral-b               | Cr. Dental                 | Extra Blanco                       | 70 g              | 5_504     |
| Crema GAM! Kroomy Frut&Choc.  10 G                  | Gam!                 | Crema                      | Kroomy Frut&choc.                  | 10 g              | 8_803     |
| Crema Oxidante DOREE Hba.20v 100 c                  | Doree                | Crema Oxidante             | Hba. 20v                           | 100 ml            | 5_518     |
| Crema Oxidante DOREE Hba.30v 100 c                  | Doree                | Crema Oxidante             | Hba. 30v                           | 100 ml            | 5_518     |
| Crema ROYAL Chantilly  50 G                         | Royal                | Crema                      | Chantilly                          | 50 g              | 1_142     |
| Cubanitos FELFORT Tivis Rell.B/Ch. 25 G             | Felfort              | Cubanitos                  | Tivis Rell. B/ch.                  | 25 g              | 8_802     |
| Cubanitos OBLITA Chocolate 48 U                     | Oblita               | Cubanitos                  | Chocolate                          | 48 U              | 8_811     |
| Cubanitos OBLITA Marroc 48 U                        | Oblita               | Cubanitos                  | Marroc                             | 48 U              | 8_811     |
| Cubanitos SMACK Rell.Mousse  25 G                   | Smack                | Cubanitos                  | Rell. Mousse                       | 25 g              | 8_811     |
| CUERNAVACA Licor Seco Tequila 1 l                   | Cuernavaca           |                            | Licor Seco Tequila                 | 1 l               | 2_208     |
| Curativo CRIS-BLAN Apos.Protec.  8 U                | Cris-blan            | Curativo                   | Apos. Protec.                      | 8 U               | 5_521     |
| Curcuma CENTURION  25 G                             | Centurion            | Curcuma                    |                                    | 25 g              | 1_113     |
| D/Amb.AYUDIN Desinfect. Bebe 332 c                  | Ayudin               | D/amb.                     | Desinfect. Bebe                    | 332 ml            | 6_606     |
| D/Amb.AYUDIN Desinfect. Matinal 332 c               | Ayudin               | D/amb.                     | Desinfect. Matinal                 | 332 ml            | 6_606     |
| D/Amb.AYUDIN Desinfect. Original 332 c              | Ayudin               | D/amb.                     | Desinfect. Original                | 332 ml            | 6_606     |
| D/Amb.CIF Fre.Citric 360 m                          | Cif                  | D/amb.                     | Fre. Citric                        | 360 ml            | 6_606     |
| D/Amb.CIF Original 360 m                            | Cif                  | D/amb.                     | Original                           | 360 ml            | 6_606     |
| D/Amb.GLADE Automatico Rep. Njo&Orq. 270 m          | Glade                | D/amb.                     | Automatico Rep. Njo&orq.           | 270 ml            | 6_606     |
| D/Amb.GLADE C/Lavanda 360 m                         | Glade                | D/amb.                     | C/lavanda                          | 360 ml            | 6_606     |
| D/Amb.GLADE Camp.Lav. 255 m                         | Glade                | D/amb.                     | Camp. Lav.                         | 255 ml            | 6_606     |
| D/Amb.GLADE F/Tr&Cc 360 m                           | Glade                | D/amb.                     | F/tr&cc                            | 360 ml            | 6_606     |
| D/Amb.GLADE Limon Refr 255 m                        | Glade                | D/amb.                     | Limon Refr                         | 255 ml            | 6_606     |
| D/Amb.GLADE Limon Refr 380 m                        | Glade                | D/amb.                     | Limon Refr                         | 380 ml            | 6_606     |
| D/Amb.GLADE Placer Fl. 255 m                        | Glade                | D/amb.                     | Placer Fl.                         | 255 ml            | 6_606     |
| D/Amb.LYSOFORM Aire/Mont. 360 m                     | Lysoform             | D/amb.                     | Aire/mont.                         | 360 ml            | 6_606     |
| D/Amb.LYSOFORM Bebe 360 m                           | Lysoform             | D/amb.                     | Bebe                               | 360 ml            | 6_606     |
| D/Amb.LYSOFORM Bosque 360 m                         | Lysoform             | D/amb.                     | Bosque                             | 360 ml            | 6_606     |
| D/Amb.LYSOFORM Citrica 360 m                        | Lysoform             | D/amb.                     | Citrica                            | 360 ml            | 6_606     |
| D/Amb.LYSOFORM Lavanda 285 m                        | Lysoform             | D/amb.                     | Lavanda                            | 285 ml            | 6_606     |
| D/Amb.LYSOFORM Lavanda 360 m                        | Lysoform             | D/amb.                     | Lavanda                            | 360 ml            | 6_606     |
| D/Amb.LYSOFORM Org 360 m                            | Lysoform             | D/amb.                     | Org                                | 360 ml            | 6_606     |
| D/Amb.LYSOFORM Original 285 m                       | Lysoform             | D/amb.                     | Original                           | 285 ml            | 6_606     |
| D/Amb.POETT Alegra TD. 360 c                        | Poett                | D/amb.                     | Alegra Td.                         | 360 ml            | 6_606     |
| D/Amb.POETT Bebe 360 c                              | Poett                | D/amb.                     | Bebe                               | 360 ml            | 6_606     |
| D/Amb.POETT D/Energia 360 c                         | Poett                | D/amb.                     | D/energia                          | 360 ml            | 6_606     |
| D/Amb.POETT Esp.Play 360 c                          | Poett                | D/amb.                     | Esp. Play                          | 360 ml            | 6_606     |
| D/Amb.POETT Fr.Lavanda 360 c                        | Poett                | D/amb.                     | Fr. Lavanda                        | 360 ml            | 6_606     |
| D/Amb.POETT Musica Pri 360 c                        | Poett                | D/amb.                     | Musica Pri                         | 360 ml            | 6_606     |
| D/Amb.POETT Primavera 360 c                         | Poett                | D/amb.                     | Primavera                          | 360 ml            | 6_606     |
| D/Amb.POETT S/Algod. 360 c                          | Poett                | D/amb.                     | S/algod.                           | 360 ml            | 6_606     |
| D/Amb.POETT Solo P/Ti 360 c                         | Poett                | D/amb.                     | Solo P/ti                          | 360 ml            | 6_606     |
| Desinf.POETT Deo. Alegra TD. 900 c                  | Poett                | Desinf.                    | Deo. Alegra Td.                    | 900 ml            | 6_619     |
| Desinf.POETT Deo. Fl.Primav. 4 l                    | Poett                | Desinf.                    | Deo. Fl. Primav.                   | 4 l               | 6_619     |
| Desinf.POETT Deo. Fl.Primav. 900 c                  | Poett                | Desinf.                    | Deo. Fl. Primav.                   | 900 ml            | 6_619     |
| Desinf.POETT Deo. Fr.Lavanda 4 l                    | Poett                | Desinf.                    | Deo. Fr. Lavanda                   | 4 l               | 6_619     |
| Desinf.POETT Deo. Fr.Lavanda 900 c                  | Poett                | Desinf.                    | Deo. Fr. Lavanda                   | 900 ml            | 6_619     |
| Desinf.POETT Deo. Mus.E/Prim 900 c                  | Poett                | Desinf.                    | Deo. Mus. E/prim                   | 900 ml            | 6_619     |
| Desinf.POETT Deo. Solo P/Ti 900 c                   | Poett                | Desinf.                    | Deo. Solo P/ti                     | 900 ml            | 6_619     |
| Desinf.POETT Deo. Suav.Alg. 900 c                   | Poett                | Desinf.                    | Deo. Suav. Alg.                    | 900 ml            | 6_619     |
| Desinf.POETT Deo. Suav.Bebe 900 c                   | Poett                | Desinf.                    | Deo. Suav. Bebe                    | 900 ml            | 6_619     |
| Desinf.SMART CLEAN Concentrado Granulado 40 G       | Smart Clean          | Desinf.                    | Concentrado Granulado              | 40 g              | 6_619     |
| Desod.ARMEL Lavanda  5 l                            | Armel                | Desod.                     | Lavanda                            | 5 l               | 6_619     |
| Desod.AXE (M) Apollo 150 m                          | Axe                  | Desod.                     | (m) Apollo                         | 150 ml            | 5_508     |
| Desod.AXE (M) Black 150 m                           | Axe                  | Desod.                     | (m) Black                          | 150 ml            | 5_508     |
| Desod.AXE (M) Gold Vain. 150 m                      | Axe                  | Desod.                     | (m) Gold Vain.                     | 150 ml            | 5_508     |
| Desod.AXE (M) Marine 150 m                          | Axe                  | Desod.                     | (m) Marine                         | 150 ml            | 5_508     |
| Desod.AXE (M) Musk 150 m                            | Axe                  | Desod.                     | (m) Musk                           | 150 ml            | 5_508     |
| Desod.AXE Marine (M)  230 m                         | Axe                  | Desod.                     | Marine (m)                         | 230 ml            | 5_508     |
| Desod.AXE Musk (M)  230 m                           | Axe                  | Desod.                     | Musk (m)                           | 230 ml            | 5_508     |
| Desod.BOOS (M) Atraction 150 m                      | Boos                 | Desod.                     | (m) Atraction                      | 150 ml            | 5_508     |
| Desod.BOOS (M) Intense 150 m                        | Boos                 | Desod.                     | (m) Intense                        | 150 ml            | 5_508     |
| Desod.CHESTER ICE (M)  150 c                        | Chester Ice          | Desod.                     | (m)                                | 150 ml            | 5_508     |
| Desod.CIEL (F) Crystal(G) 123 c                     | Ciel                 | Desod.                     | (f) Crystal(g)                     | 123 ml            | 5_508     |
| Desod.CIEL (F) Nuit (V) 123 c                       | Ciel                 | Desod.                     | (f) Nuit (v)                       | 123 ml            | 5_508     |
| Desod.CIEL (F) Orig.(C) 123 c                       | Ciel                 | Desod.                     | (f) Orig.(c)                       | 123 ml            | 5_508     |
| Desod.COLBERT (M) Aqua Di 150 c                     | Colbert              | Desod.                     | (m) Aqua Di                        | 150 ml            | 5_508     |
| Desod.COLBERT (M) Noir 150 c                        | Colbert              | Desod.                     | (m) Noir                           | 150 ml            | 5_508     |
| Desod.COLBERT (M) Original 150 c                    | Colbert              | Desod.                     | (m) Original                       | 150 ml            | 5_508     |
| Desod.COLBERT (M) US 150 c                          | Colbert              | Desod.                     | (m) Us                             | 150 ml            | 5_508     |
| Desod.CRANDALL Legen (M)  150 c                     | Crandall             | Desod.                     | Legen (m)                          | 150 ml            | 5_508     |
| Desod.DOVE Ant.(F) GF Pom&Lim 150 m                 | Dove                 | Desod.                     | Ant.(f) Gf Pom&lim                 | 150 ml            | 5_508     |
| Desod.DOVE Ant.(F) Granada 150 m                    | Dove                 | Desod.                     | Ant.(f) Granada                    | 150 ml            | 5_508     |
| Desod.DOVE Ant.(F) Inv.Dry 150 m                    | Dove                 | Desod.                     | Ant.(f) Inv. Dry                   | 150 ml            | 5_508     |
| Desod.DOVE Ant.(F) Original 150 m                   | Dove                 | Desod.                     | Ant.(f) Original                   | 150 ml            | 5_508     |
| Desod.DOVE Ant.(F) Sensitive 150 m                  | Dove                 | Desod.                     | Ant.(f) Sensitive                  | 150 ml            | 5_508     |
| Desod.DOVE Ant.(Men) Cuid.Total 150 m               | Dove                 | Desod.                     | Ant.(men) Cuid. Total              | 150 ml            | 5_508     |
| Desod.DOVE Invisible Care  53 G                     | Dove                 | Desod.                     | Invisible Care                     | 53 g              | 5_508     |
| Desod.FLOWER Rose (F)  123 c                        | Flower               | Desod.                     | Rose (f)                           | 123 ml            | 5_508     |
| Desod.GILLETTE Inv.Gel Coolwave 45 G                | Gillette             | Desod.                     | Inv. Gel Coolwave                  | 45 g              | 5_508     |
| Desod.KEVIN (M) Black (N) 150 c                     | Kevin                | Desod.                     | (m) Black (n)                      | 150 ml            | 5_508     |
| Desod.KEVIN (M) Orig.(R) 150 c                      | Kevin                | Desod.                     | (m) Orig.(r)                       | 150 ml            | 5_508     |
| Desod.KEVIN (M) Park (A) 150 c                      | Kevin                | Desod.                     | (m) Park (a)                       | 150 ml            | 5_508     |
| Desod.KEVIN (M) Spirit (B) 150 c                    | Kevin                | Desod.                     | (m) Spirit (b)                     | 150 ml            | 5_508     |
| Desod.KEVIN (Men) Ice(G) 150 c                      | Kevin                | Desod.                     | (men) Ice(g)                       | 150 ml            | 5_508     |
| Desod.MUA Stay (F) Wild 127 m                       | Mua                  | Desod.                     | Stay (f) Wild                      | 127 ml            | 5_508     |
| Desod.OLD SPICE Roll-On Leña 52 G                   | Old Spice            | Desod.                     | Roll-on Leña                       | 52 g              | 5_508     |
| Desod.P/I.PATO P.Canasta Rep. C/Lavanda 50 m        | Pato                 | Desod. P/i.                | P. Canasta Rep. C/lavanda          | 50 ml             | 6_623     |
| Desod.PAULA CAHEN DANVERS(F) Alegria 123 c          | Paula Cahen Danvers  | Desod.                     | (f) Alegria                        | 123 ml            | 5_508     |
| Desod.PAULA CAHEN DANVERS(F) Amor 123 c             | Paula Cahen Danvers  | Desod.                     | (f) Amor                           | 123 ml            | 5_508     |
| Desod.PROCENEX Fl/Jardin 900 m                      | Procenex             | Desod.                     | Fl/jardin                          | 900 ml            | 6_619     |
| Desod.PROCENEX Jazmin 900 m                         | Procenex             | Desod.                     | Jazmin                             | 900 ml            | 6_619     |
| Desod.PROCENEX Lavanda 900 m                        | Procenex             | Desod.                     | Lavanda                            | 900 ml            | 6_619     |
| Desod.PROCENEX Limon 900 m                          | Procenex             | Desod.                     | Limon                              | 900 ml            | 6_619     |
| Desod.PROCENEX Marina 900 m                         | Procenex             | Desod.                     | Marina                             | 900 ml            | 6_619     |
| Desod.PROCENEX Pino 900 m                           | Procenex             | Desod.                     | Pino                               | 900 ml            | 6_619     |
| Desod.REXONA Ant.(F) Bamboo 150 m                   | Rexona               | Desod.                     | Ant.(f) Bamboo                     | 150 ml            | 5_508     |
| Desod.REXONA Ant.(F) Cotton 150 m                   | Rexona               | Desod.                     | Ant.(f) Cotton                     | 150 ml            | 5_508     |
| Desod.REXONA Ant.(F)Clinical Ext Dry 150 m          | Rexona               | Desod.                     | Ant.(f)clinical Ext Dry            | 150 ml            | 5_508     |
| Desod.REXONA Ant.(M) Antibact. 150 m                | Rexona               | Desod.                     | Ant.(m) Antibact.                  | 150 ml            | 5_508     |
| Desod.REXONA Ant.(M) Hombre 150 m                   | Rexona               | Desod.                     | Ant.(m) Hombre                     | 150 ml            | 5_508     |
| Desod.REXONA Ant.(M) Invisible 150 m                | Rexona               | Desod.                     | Ant.(m) Invisible                  | 150 ml            | 5_508     |
| Desod.REXONA Ant.(M) Sensitive 150 m                | Rexona               | Desod.                     | Ant.(m) Sensitive                  | 150 ml            | 5_508     |
| Desod.REXONA Ant.(M) Xtracool 150 m                 | Rexona               | Desod.                     | Ant.(m) Xtracool                   | 150 ml            | 5_508     |
| Desod.REXONA Ant.Odorono Fliar.  150 m              | Rexona               | Desod.                     | Ant. Odorono Fliar.                | 150 ml            | 5_508     |
| Desod.REXONA AOB Aero(F) Freshcitr 150 m            | Rexona               | Desod.                     | Aob Aero(f) Freshcitr              | 150 ml            | 5_508     |
| Desod.REXONA AOB Aero(F) Wildrose 150 m             | Rexona               | Desod.                     | Aob Aero(f) Wildrose               | 150 ml            | 5_508     |
| Desod.REXONA AOB Aero(M) Active 150 m               | Rexona               | Desod.                     | Aob Aero(m) Active                 | 150 ml            | 5_508     |
| Desod.REXONA AOB Aero(M) Oceanrush 150 m            | Rexona               | Desod.                     | Aob Aero(m) Oceanrush              | 150 ml            | 5_508     |
| Desod.REXONA Odorono Cr.Pote  60 G                  | Rexona               | Desod.                     | Odorono Cr. Pote                   | 60 g              | 5_508     |
| Desod.SECRET Ap.Stick Coconut 45 G                  | Secret               | Desod.                     | Ap. Stick Coconut                  | 45 g              | 5_508     |
| Desod.SMART CLEAN Antibact. Bambu 150 c             | Smart Clean          | Desod.                     | Antibact. Bambu                    | 150 ml            | 6_619     |
| Desod.SMART CLEAN Antibact. Citronela 150 c         | Smart Clean          | Desod.                     | Antibact. Citronela                | 150 ml            | 6_619     |
| Desod.SMART CLEAN Antibact. Flores B. 150 c         | Smart Clean          | Desod.                     | Antibact. Flores B.                | 150 ml            | 6_619     |
| Desod.SMART CLEAN Antibact. Lavanda 150 c           | Smart Clean          | Desod.                     | Antibact. Lavanda                  | 150 ml            | 6_619     |
| Desod.SMART CLEAN Antibact. Mango Mar. 150 c        | Smart Clean          | Desod.                     | Antibact. Mango Mar.               | 150 ml            | 6_619     |
| Desod.SMART CLEAN Antibact. Moras&Aran 150 c        | Smart Clean          | Desod.                     | Antibact. Moras&aran               | 150 ml            | 6_619     |
| Desod.SMART CLEAN Antibact. Sandalo D. 150 c        | Smart Clean          | Desod.                     | Antibact. Sandalo D.               | 150 ml            | 6_619     |
| Desod.STONE Black (M)  150 m                        | Stone                | Desod.                     | Black (m)                          | 150 ml            | 5_508     |
| Desod.STONE Blue (M)  150 m                         | Stone                | Desod.                     | Blue (m)                           | 150 ml            | 5_508     |
| Desod.TASCANI (M) Actitud 150 m                     | Tascani              | Desod.                     | (m) Actitud                        | 150 ml            | 5_508     |
| Desod.TASCANI (M) Distinto 150 m                    | Tascani              | Desod.                     | (m) Distinto                       | 150 ml            | 5_508     |
| Desod.TASCANI (M) Unico 150 m                       | Tascani              | Desod.                     | (m) Unico                          | 150 ml            | 5_508     |
| Desod.WELLI.POLO CLUB (M) Negro 150 m               | Welli. Polo Club     | Desod.                     | (m) Negro                          | 150 ml            | 5_508     |
| Desod.WELLI.POLO CLUB (M) Rojo 150 m                | Welli. Polo Club     | Desod.                     | (m) Rojo                           | 150 ml            | 5_508     |
| Det.ALA Conc.DP. Limon 450 m                        | Ala                  | Det.                       | Conc. Dp. Limon                    | 450 ml            | 6_608     |
| Det.ALA Cr. C/Glicer. 750 m                         | Ala                  | Det.                       | Cr. C/glicer.                      | 750 ml            | 6_608     |
| Det.ALA Cr. Flor.Bcas. 750 m                        | Ala                  | Det.                       | Cr. Flor. Bcas.                    | 750 ml            | 6_608     |
| Det.ALA Cr. Limon 750 m                             | Ala                  | Det.                       | Cr. Limon                          | 750 ml            | 6_608     |
| Det.ALA Ultra Limon 300 m                           | Ala                  | Det.                       | Ultra Limon                        | 300 ml            | 6_608     |
| Det.CIF Act.Gel DP. Limon 400 m                     | Cif                  | Det.                       | Act. Gel Dp. Limon                 | 400 ml            | 6_608     |
| Det.CIF Act.Gel Lima 300 m                          | Cif                  | Det.                       | Act. Gel Lima                      | 300 ml            | 6_608     |
| Det.CIF Act.Gel Limon 300 m                         | Cif                  | Det.                       | Act. Gel Limon                     | 300 ml            | 6_608     |
