key,supplier,sku,name,brand,product_type,variant,weight_g,volume_ml,units_in_name,category_norm,price_unit,price_bulk,stock,scraped_at
ABSOLUT|VODKA|V750,maxiconsumo,24871,VODKA ABSOLUT PEARS 750 CC,Absolut,Vodka,Pears,,750.0,,Vodka,,,Disponibilidad crítica,2026-03-06
ABSOLUT|VODKA|V750,maxiconsumo,17897,VODKA ABSOLUT RUBY RED 750 CC,Absolut,Vodka,Ruby Red,,750.0,,Vodka,,,Disponibilidad crítica,2026-03-06
ABSOLUT|VODKA|V750,vital,7312040017683,Vodka Absolut 700/750 cc,Absolut,Vodka,700/,,750.0,,Bebidas,21899.00,262788.00,disponible,2026-03-10
ABSOLUT|VODKA|V750,vital,7312040350056,Vodka Absolut Raspberri 750 cc,Absolut,Vodka,Raspberri,,750.0,,Bebidas,26285.00,157710.00,disponible,2026-03-10
ADES|JUGO|V1000,maxiconsumo,4283,JUGO ADES FRUTAS TROPICALES 1 LT,Ades,Jugo,Frutas Tropicales,,1000.0,,Jugos Para Beber,2200.07,1929.89,En stock,2026-03-06
ADES|JUGO|V1000,maxiconsumo,4278,JUGO ADES MANZANA 1 LT,Ades,Jugo,Manzana,,1000.0,,Jugos Para Beber,2200.07,1929.89,En stock,2026-03-06
ADES|JUGO|V1000,maxiconsumo,4277,JUGO ADES NARANJA 1 LT,Ades,Jugo,Naranja,,1000.0,,Jugos Para Beber,2200.07,1929.89,En stock,2026-03-06
ADES|JUGO|V1000,vital,7790895643835,Jugo Ades manzana 1 lt,Ades,Jugo,Manzana,,1000.0,,Bebidas,1889.00,15112.00,disponible,2026-03-10
AGUILA|BIZCOCHUELO|W450,maxiconsumo,24794,BIZCOCHUELO AGUILA TORTA 450 GR,Aguila,Bizcochuelo,Torta,450.0,,,Bizcochuelos,,,Disponibilidad crítica,2026-03-06
AGUILA|BIZCOCHUELO|W450,vital,7790580132286,Bizcochuelo Aguila chocolate 450 gr,Aguila,Bizcochuelo,Chocolate,450.0,,,Almacen,4069.00,48828.00,disponible,2026-03-10
AGUILA|BIZCOCHUELO|W450,vital,7790580122300,Bizcochuelo Aguila torta humeda 450 gr,Aguila,Bizcochuelo,Torta Humeda,450.0,,,Almacen,4265.00,51180.00,disponible,2026-03-10
AGUILA|CHOCOLATE|W150,maxiconsumo,23837,CHOCOLATE AGUILA 70% CACAO 150 GR,Aguila,Chocolate,70% Cacao,150.0,,,Chocolates,,,Disponibilidad crítica,2026-03-06
